season,team,off_playcaller,continuity,confidence,caller_prior_seasons,plays_per_game,sec_per_play,proe,neutral_pass_rate,early_down_pass_rate,shotgun_rate,no_huddle_rate,adot,deep_rate,short_rate,rb_target_share,te_target_share,wr_target_share,rz_pass_rate,gl_rush_rate,qb_designed_run_rate,sack_rate,pa_rate,motion_rate,screen_rate,rpo_rate,heavy_backfield_rate
2026,MIN,Wes Phillips,1.0,curated,0.0,-0.6577716650666987,0.037367955490214724,0.2239468677326621,0.07792077466273158,0.038210992273203404,-0.6106763968645956,-0.1496932758725899,-0.00591304675160513,0.15846103847211704,-0.1622973593592874,-0.1264481482722298,-0.4050571396130594,0.33476152349473215,0.6831354755299827,-0.5784623574985475,-0.4106691582272605,0.7047644700770435,0.25006129744552863,-0.383652717245159,0.222991130109977,-0.1869493210509445,0.23807901055757633
2026,NE,Josh McDaniels,1.0,curated,0.0,-0.07210316781241433,0.037367955490214724,0.7451444655828774,0.5165055474388258,0.49813222127160683,-0.6625435385888436,-0.46537513900251865,0.6569300883617357,0.5158067573830459,-0.8566321762506381,-0.10759084411646053,0.03371943832758467,0.04250070179787254,-0.04174249206525048,-0.0803892931690926,0.01516822163635451,0.21691906015124884,0.08921828071217183,-0.2602498839861276,-0.30356683257290207,-0.5951401218550874,0.8213796472234466
2026,NO,Doug Nussmeier,1.0,curated,0.0,0.3054988896278481,-1.3688665828942403,-0.07329224880141899,-0.06740316228096363,0.10124815271785938,0.8325307121475963,0.7866633590140123,0.1851824232198694,0.2007433275407169,-0.19785870125001026,-0.5249683947126131,0.18447155489789838,0.2086621172996319,-0.09725733707656474,0.04753549129659956,-0.022613636846834255,0.18050146579742943,-0.5299799640393942,0.5977319556586013,-0.15819594572586293,-0.03646753652512544,-0.41970033111707283
2026,NYG,Matt Nagy,0.0,curated,0.0,0.08119856550717588,-0.8721990780472698,-0.2973440489915081,-0.3193460498311087,-0.3896364137450091,0.37678058031439793,0.07127695191523309,0.5298998410126787,0.5646734251278097,0.07799490707048025,0.4296507526027661,-0.6569333577807626,0.20726157958556332,-0.0991702961510584,-0.2099514661046666,1.3712017869761073,0.5054174173764079,0.0,0.0,0.0,0.0,0.0
2026,NYJ,Frank Reich,1.0,curated,0.0,-0.1491648121879778,0.037367955490214724,-0.8822264885537024,-0.8455574856616577,-0.9316918653530126,0.4913826819468718,-0.007317435892114932,-0.4038108161543636,-0.44771159410789535,0.3791946174290874,0.18763200243405753,-0.12183372633515518,-0.04376625748708007,0.07545088667581337,-0.36195918913590663,1.1270635261959012,0.5814014494211471,-0.6068770211350191,0.7202663157911606,-0.024795566037882258,0.36238631233868046,-0.4338135229012132
2026,PHI,Sean Mannion,1.0,curated,0.0,-0.23393262100109813,0.5061128016183665,0.016912540695519136,-0.05600548755396347,0.02216615279116118,0.7510641396539213,0.579569343212616,0.5954416442520911,0.44076806365953647,-0.5741355866235638,-0.3857302745938113,-0.1378326501202993,0.32706064802048623,-0.6024261466663245,0.5466783577978176,1.6134427373439957,-0.13779014092609215,-0.11372207463887254,-0.8079021007440658,-0.29069570173245035,0.003355051198333743,-0.7513142011624155
2026,PIT,Brian Angelichio,0.0,curated,0.0,-0.49913275719769457,0.3191402817223028,0.008785204713267603,-0.07337596003084151,-0.16038080460252663,0.033122766205114604,0.05437417148718417,-0.987960922720567,-0.12715874113399514,0.6803964073365861,1.11605348433382,0.23338873172580205,-1.0530186450320929,0.003198754377757858,-0.20429171584850644,-0.4729681780031315,0.11851951242404662,0.0,0.0,0.0,0.0,0.0
2026,SEA,Brian Fleury,1.0,curated,0.0,-0.2416387854386549,0.037367955490214724,-0.6123433207258571,-0.4026012467863882,-0.2880498538316456,-1.200076789835724,-0.14987969001019313,0.04801364057925901,-0.08555123722751348,-0.272857618308092,-0.5052105717438227,-0.1373977458878517,0.40192705394680517,-0.6341057037129862,0.4371181682408446,-0.5251959896298924,-0.3733422597262703,0.2036834193194034,0.14619748133970983,-0.10867172470279939,-0.4422927748443288,0.9332966426278109
2026,SF,Klay Kubiak,1.0,curated,0.0,0.3209112185029608,-0.431376890637937,0.22827991647276485,-0.03382962486945825,0.10124815271785938,-0.7274904290193157,-0.3851443087602213,-0.12581022657763627,-0.2955785789625258,0.04655565864985678,1.469975008465243,0.007424571341888883,-0.9328685807422666,-0.09338172199392593,-0.2813011460204129,0.27940110487009623,-0.4280755686709223,-0.11408734955017821,1.2657402980569186,-0.11636759137868537,-0.6962621261434121,0.8097351818939909
2026,TB,Zac Robinson,1.0,curated,0.0,0.3054988896278481,0.9748576477465183,-0.13552045629656767,-0.287937189752621,-0.24242202781465472,-0.024046215010414262,-0.22736782068947198,0.1388659185750354,0.15202813429369905,-0.1946506208125452,-0.15468920616265572,-0.8824531263271296,0.6576038398676984,0.24396846173621367,-0.011096701583509085,-0.6741579310977409,-0.1230873588830654,-0.7182042192302465,0.6443604037987961,0.3972777337708007,0.20655863315508963,0.17611805597791702
2026,TEN,Brian Daboll,0.0,curated,4.0,-0.1700861535200101,0.03837110206723099,-0.3983551776111286,-0.5174717408460192,-0.7751360756022831,0.40999023767587317,0.5162387360994324,-0.32913095861009156,-0.060909798802449885,0.2819398072416979,0.2644556521886778,-0.07139989855354556,-0.07171548489758633,0.13244570385016063,-0.1555235782931958,-0.3291206375793997,0.8591038452643469,0.0,0.0,0.0,0.0,0.0
2026,WAS,David Blough,1.0,curated,0.0,-0.3649374164395565,0.037367955490214724,-0.24405231227544869,-0.16368732650647164,-0.2624121673338929,1.401961893112113,3.2153905607829767,0.3960705069930887,0.2583182844103541,-0.6418074992345846,-0.6352024999747531,0.052719833948377606,0.36218744842932865,-0.7191414767418954,0.04753549129659956,1.1351681128073554,-0.05966059530646799,0.26536500861364576,-0.10625250614982851,0.13540557738928155,0.19340894432920377,-0.3025234549516143
