rank_data,rank_vibes,player,team,opponent,is_home,proj,proj_vibes,floor,median,ceiling,p_top12,note_data,note_vibes
11,13,Harold Fannin Jr.,CLE,CAR,1,7.328,7.137,3.463,7.262,14.436,0.267,"20.0-point implied total against 9th-worst pass defense by EPA last year. They rank 7th of 32 against the pass through 2 games. Projected 5.2 targets, a 17% target share, 75% of the snaps. Across 2 games he has averaged 4.5 targets a game, a 17% target share and 82% of the snaps. Range 3-14 around a median of 7, 27% shot at a top-12 week. New HC.",
12,20,T.J. Hockenson,MIN,TB,0,7.212,5.833,2.892,6.815,14.8,0.301,"22.0-point implied total against a mid-pack pass defense last year. They rank 21st of 32 against the pass through 2 games. Projected 4.5 targets, a 19% target share, 65% of the snaps. Across 2 games he has averaged 4.5 targets a game, a 21% target share and 66% of the snaps. Range 3-15 around a median of 7, 30% shot at a top-12 week.",
13,10,Juwan Johnson,NO,LV,1,7.137,7.377,2.46,6.922,14.319,0.316,"23.8-point implied total against 10th-worst pass defense by EPA last year. They rank 20th of 32 against the pass through 2 games. Projected 5.7 targets, a 14% target share, 81% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 13% target share and 84% of the snaps. Range 2-14 around a median of 7, 32% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
14,6,Dallas Goedert,PHI,CHI,0,7.107,8.726,2.278,6.124,15.653,0.323,"23.0-point implied total against a mid-pack pass defense last year. They rank 16th of 32 against the pass through 2 games. Projected 4.2 targets, a 15% target share, 0.7 red-zone look, 91% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 14% target share and 95% of the snaps. Range 2-16 around a median of 6, 32% shot at a top-12 week.",
15,14,Michael Mayer,LV,NO,0,6.964,7.107,3.167,6.389,14.043,0.264,"20.8-point implied total against the 12th-best pass defense by EPA last year. They rank 22nd of 32 against the pass through 2 games. Projected 5.1 targets, a 16% target share, 74% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 19% target share and 81% of the snaps. Range 3-14 around a median of 6, 26% shot at a top-12 week. New HC.",
16,18,Hunter Henry,NE,JAX,0,6.943,6.132,2.932,6.467,14.616,0.254,"21.2-point implied total against a top-3 pass defense by EPA last year. They rank 1st of 32 against the pass through 2 games. Projected 4.4 targets, a 16% target share, 0.9 red-zone look, 77% of the snaps. Across 2 games he has averaged 4.0 targets a game, a 17% target share and 76% of the snaps. Range 3-15 around a median of 6, 25% shot at a top-12 week.",
17,7,Tucker Kraft,GB,ATL,1,6.417,8.473,2.456,5.927,13.43,0.231,"6th-highest implied total (25.2) against a mid-pack pass defense last year. They rank 12th of 32 against the pass through 2 games. Projected 4.8 targets, a 12% target share, 0.6 red-zone look, 65% of the snaps. Across 2 games he has averaged 4.5 targets a game, a 13% target share and 66% of the snaps. Range 2-13 around a median of 6, 23% shot at a top-12 week.",
18,29,Terrance Ferguson,LA,DEN,0,6.132,4.858,2.07,5.406,13.792,0.25,"24.0-point implied total against a top-5 pass defense by EPA last year. They rank 14th of 32 against the pass through 2 games. Projected 4.1 targets, a 14% target share, 53% of the snaps. Across 2 games he has averaged 5.0 targets a game, a 17% target share and 51% of the snaps. Range 2-14 around a median of 5, 25% shot at a top-12 week.",
19,31,Mason Taylor,NYJ,DET,0,5.908,4.338,2.329,5.211,12.861,0.208,"21.0-point implied total against a mid-pack pass defense last year. They rank 27th of 32 against the pass through 2 games. Projected 4.0 targets, a 13% target share, 73% of the snaps. In his one game this season he had 3 targets, a 13% target share and 66% of the snaps. Range 2-13 around a median of 5, 21% shot at a top-12 week.",
20,21,Pat Freiermuth,PIT,CIN,1,5.833,5.827,2.217,4.791,12.82,0.194,"19.5-point implied total against 5th-worst pass defense by EPA last year. They rank 2nd of 32 against the pass through 2 games. Projected 4.5 targets, a 13% target share, 66% of the snaps. Across 2 games he has averaged 5.0 targets a game, a 14% target share and 73% of the snaps. Range 2-13 around a median of 5, 19% shot at a top-12 week. New HC.",
21,16,Jake Ferguson,DAL,BAL,1,5.827,6.943,2.038,5.592,12.256,0.206,"24.8-point implied total against 12th-worst pass defense by EPA last year. They rank 13th of 32 against the pass through 2 games. Projected 4.0 targets, a 12% target share, 0.8 red-zone look, 71% of the snaps. Across 2 games he has averaged 3.0 targets a game, a 10% target share and 76% of the snaps. Range 2-12 around a median of 6, 21% shot at a top-12 week.",
22,24,Mike Gesicki,CIN,PIT,0,5.788,5.376,1.361,5.063,13.754,0.218,"23.0-point implied total against a mid-pack pass defense last year. They rank 19th of 32 against the pass through 2 games. Projected 5.2 targets, a 15% target share, 37% of the snaps. In his one game this season he had 7 targets, a 21% target share and 33% of the snaps. Range 1-14 around a median of 5, 22% shot at a top-12 week.",
23,22,AJ Barner,SEA,WAS,0,5.607,5.788,1.726,4.208,12.639,0.244,"23.8-point implied total against 3rd-worst pass defense by EPA last year. They rank 25th of 32 against the pass through 2 games. Projected 2.3 targets, a 9% target share, 0.6 red-zone look, 82% of the snaps. Across 2 games he has averaged 1.5 targets a game, a 6% target share and 88% of the snaps. Range 2-13 around a median of 4, 24% shot at a top-12 week.",
24,17,Kyle Pitts,ATL,GB,0,5.376,6.417,2.159,4.78,11.583,0.187,"5th-lowest implied total (19.2) against 11th-worst pass defense by EPA last year. They rank 10th of 32 against the pass through 2 games. Projected 3.6 targets, an 11% target share, 71% of the snaps. Across 2 games he has averaged 2.0 targets a game, an 8% target share and 63% of the snaps. Range 2-12 around a median of 5, 19% shot at a top-12 week.",
25,19,Brenton Strange,JAX,NE,1,5.372,5.908,1.694,4.497,12.144,0.202,"24.2-point implied total against the 11th-best pass defense by EPA last year. They rank 4th of 32 against the pass through 2 games. Projected 3.3 targets, an 11% target share, 70% of the snaps. Across 2 games he has averaged 2.5 targets a game, an 11% target share and 68% of the snaps. Range 2-12 around a median of 4, 20% shot at a top-12 week.",
26,28,Gunnar Helm,TEN,NYG,0,5.264,4.898,1.892,4.573,11.997,0.156,"4th-lowest implied total (18.8) against a mid-pack pass defense last year. They rank 29th of 32 against the pass through 2 games. Projected 3.5 targets, a 14% target share, 68% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 15% target share and 76% of the snaps. Range 2-12 around a median of 5, 16% shot at a top-12 week. New HC.",
27,25,Evan Engram,DEN,LA,1,5.067,5.372,1.681,4.242,11.533,0.16,"21.5-point implied total against the 10th-best pass defense by EPA last year. They rank 6th of 32 against the pass through 2 games. Projected 3.6 targets, a 12% target share, 61% of the snaps. Across 2 games he has averaged 3.0 targets a game, an 11% target share and 63% of the snaps. Range 2-12 around a median of 4, 16% shot at a top-12 week.",
28,2,Colston Loveland,CHI,PHI,1,4.898,10.231,1.299,4.254,11.81,0.16,"3rd-lowest implied total (18.5) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass through 2 games. Projected 3.4 targets, an 11% target share, 78% of the snaps. Across 2 games he has averaged 2.5 targets a game, a 9% target share and 87% of the snaps. Range 1-12 around a median of 4, 16% shot at a top-12 week.",
29,27,Kenyon Sadiq,NYJ,DET,0,4.858,5.067,1.909,3.486,12.301,0.182,"21.0-point implied total against a mid-pack pass defense last year. They rank 27th of 32 against the pass through 2 games. Projected 3.0 targets, an 11% target share, 42% of the snaps. Across 2 games he has averaged 3.0 targets a game, an 11% target share and 42% of the snaps. Range 2-12 around a median of 3, 18% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
30,30,Colby Parkinson,LA,DEN,0,4.707,4.707,1.271,4.035,10.653,0.146,"24.0-point implied total against a top-5 pass defense by EPA last year. They rank 14th of 32 against the pass through 2 games. Projected 2.7 targets, an 8% target share, 0.6 red-zone look, 72% of the snaps. Across 2 games he has averaged 2.0 targets a game, a 7% target share and 77% of the snaps. Range 1-11 around a median of 4, 15% shot at a top-12 week.",
31,26,Greg Dulcich,MIA,KC,1,4.338,5.264,1.333,4.035,10.31,0.117,"2nd-lowest implied total (17.5) against a mid-pack pass defense last year. They rank 15th of 32 against the pass through 2 games. Projected 2.9 targets, a 10% target share, 70% of the snaps. Across 2 games he has averaged 2.5 targets a game, a 10% target share and 77% of the snaps. Range 1-10 around a median of 4, 12% shot at a top-12 week. New HC.",
32,33,Theo Johnson,NYG,TEN,1,4.268,4.201,1.57,3.556,10.412,0.128,"21.8-point implied total against 4th-worst pass defense by EPA last year. They rank 26th of 32 against the pass through 2 games. Projected 3.3 targets, a 10% target share, 59% of the snaps. Across 2 games he has averaged 2.5 targets a game, an 8% target share and 46% of the snaps. Range 2-10 around a median of 4, 13% shot at a top-12 week. New HC.",
33,32,Tommy Tremble,CAR,CLE,0,4.201,4.268,1.584,3.384,10.666,0.122,"22.5-point implied total against a top-4 pass defense by EPA last year. They rank 30th of 32 against the pass through 2 games. Projected 3.2 targets, a 10% target share, 57% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 10% target share and 56% of the snaps. Range 2-11 around a median of 3, 12% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
34,34,Sam Roush,CHI,PHI,1,4.146,4.146,0.877,3.025,11.708,0.132,"3rd-lowest implied total (18.5) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass through 2 games. Projected 3.0 targets, a 10% target share, a rotational snap count. Usage in his one game is actually fairly predictive. With only one game on the books, Roush's projection leans on his exact usage in it. This will change as he gets more games under his belt. Range 1-12 around a median of 3, 13% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
