rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
1,00-0036963,Amon-Ra St. Brown,DET,BUF,0.0,17.87,9.284,17.558,30.54,0.467,3.0,1.0,10.458,0.074,1.271,0.097,0.0,0.0,0.289,0.709,1.0,14.0,0.0,0.0,0.9,0.359,12.059,0.088,0.0,0.805,0.324,24.5,-0.068,0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
2,00-0038543,Jaxon Smith-Njigba,SEA,ARI,0.0,17.367,9.957,17.305,29.2,0.447,4.0,1.0,10.758,0.2,0.822,0.091,0.0,0.0,0.326,0.711,1.0,11.0,0.0,0.0,0.9,0.458,10.294,0.206,0.0,0.806,0.392,23.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
3,00-0039075,Puka Nacua,LA,NYG,1.0,16.955,7.811,17.319,29.491,0.454,2.0,1.0,9.391,0.338,0.626,0.109,0.0,0.0,0.266,0.664,1.0,9.0,0.0,0.0,0.7,0.333,9.688,0.312,0.0,0.682,0.299,27.75,0.06,0.145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
4,00-0036322,Justin Jefferson,MIN,CHI,0.0,15.359,7.423,15.326,27.028,0.334,7.0,1.0,9.754,0.05,0.723,0.085,0.0,0.0,0.275,0.714,1.0,9.0,0.0,0.0,0.92,0.391,8.647,0.059,0.0,0.817,0.333,21.5,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
5,00-0036358,CeeDee Lamb,DAL,WAS,1.0,14.12,6.512,13.617,27.022,0.3,5.0,1.0,6.614,0.041,0.632,0.106,0.0,0.0,0.185,0.645,1.0,8.0,1.0,0.0,0.81,0.267,8.5,0.538,0.0,0.727,0.226,27.0,0.223,0.041,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
6,00-0036554,Nico Collins,HOU,CIN,1.0,13.999,7.592,13.859,24.224,0.266,8.0,1.0,7.419,0.052,0.798,0.097,0.0,0.0,0.205,0.668,1.0,10.0,1.0,0.0,0.72,0.27,9.0,0.567,0.0,0.694,0.237,24.5,0.18,0.059,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
7,00-0037239,Chris Olave,NO,BAL,0.0,13.927,7.906,12.627,24.484,0.296,6.0,1.0,9.629,0.037,0.741,0.075,0.063,0.193,0.256,0.663,1.0,13.0,0.0,0.0,0.86,0.25,11.375,0.031,0.031,0.761,0.253,19.0,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
8,00-0037240,Jameson Williams,DET,BUF,0.0,13.396,6.357,12.724,25.866,0.252,23.0,2.0,6.461,0.172,0.394,0.097,0.0,0.0,0.179,0.773,1.0,9.0,0.0,0.0,0.84,0.231,7.5,0.176,0.0,0.807,0.205,24.5,-0.068,0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
9,00-0040124,Tetairoa McMillan,CAR,ATL,0.0,13.347,6.924,12.715,23.704,0.242,18.0,1.0,7.894,0.002,0.662,0.091,0.0,0.0,0.234,0.862,1.0,8.0,0.0,0.0,0.82,0.235,7.588,0.0,0.0,0.841,0.235,23.0,0.004,0.016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
10,00-0039337,Malik Nabers,NYG,LA,0.0,13.144,6.762,12.463,24.503,0.249,20.0,1.0,3.975,0.007,0.297,0.082,0.0,0.0,0.11,0.773,1.0,9.0,0.0,0.0,0.52,0.31,8.875,0.0,0.0,0.647,0.21,20.75,-0.054,-0.057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
11,00-0034827,DJ Moore,BUF,DET,1.0,13.135,5.434,11.377,24.896,0.305,30.0,1.0,5.47,0.555,0.649,0.114,0.059,0.241,0.159,0.791,1.0,8.0,0.0,0.0,0.76,0.286,6.5,0.441,0.029,0.775,0.222,29.0,0.006,-0.029,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
12,00-0037247,George Pickens,DAL,WAS,1.0,13.031,5.318,12.73,25.169,0.228,9.0,2.0,7.61,0.002,0.854,0.106,0.0,0.0,0.213,0.804,1.0,6.0,0.0,0.0,0.84,0.2,7.029,0.0,0.0,0.822,0.206,27.0,0.223,0.041,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
13,00-0040667,Matthew Golden,GB,NYJ,0.0,12.577,5.857,12.289,23.521,0.229,51.0,3.0,3.982,0.328,0.267,0.097,0.0,0.0,0.12,0.566,1.0,12.0,0.0,0.0,0.82,0.3,7.571,0.357,0.0,0.693,0.21,24.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
14,00-0039915,Ladd McConkey,LAC,LV,1.0,12.554,5.653,12.47,21.696,0.215,16.0,1.0,6.769,0.003,0.668,0.1,0.0,0.0,0.187,0.768,1.0,7.0,0.0,0.0,0.49,0.259,6.812,0.0,0.0,0.629,0.223,25.25,0.099,-0.042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
15,00-0040129,Emeka Egbuka,TB,CLE,1.0,12.502,5.439,12.343,23.351,0.208,22.0,1.0,7.321,0.057,0.674,0.091,0.0,0.0,0.22,0.669,1.0,6.0,0.0,0.0,0.86,0.222,6.735,0.059,0.0,0.765,0.221,24.5,-0.112,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
16,00-0036900,Ja'Marr Chase,CIN,HOU,0.0,12.471,6.643,11.626,23.039,0.213,1.0,1.0,10.713,0.077,0.811,0.087,0.0,0.0,0.284,0.742,1.0,4.0,0.0,0.0,0.94,0.118,7.781,0.094,0.0,0.841,0.201,22.0,-0.131,-0.113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
17,00-0037238,Drake London,ATL,CAR,1.0,12.46,5.77,11.948,23.087,0.224,10.0,1.0,7.215,0.002,0.688,0.081,0.0,0.0,0.203,0.894,1.0,4.0,1.0,0.0,0.98,0.211,6.667,0.5,0.0,0.937,0.207,20.5,0.119,0.003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
18,00-0039064,Zay Flowers,BAL,NO,1.0,12.426,5.389,11.454,22.721,0.232,13.0,1.0,8.226,0.341,0.81,0.108,0.0,0.0,0.262,0.783,1.0,6.0,0.0,0.0,0.29,0.25,6.471,0.294,0.0,0.536,0.256,27.5,-0.015,-0.088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
19,00-0037740,Garrett Wilson,NYJ,GB,1.0,12.366,6.541,11.556,22.757,0.189,14.0,1.0,4.613,0.005,0.301,0.079,0.0,0.0,0.136,0.85,1.0,7.0,0.0,0.0,0.75,0.304,7.714,0.0,0.0,0.8,0.22,20.0,0.091,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
20,00-0036912,DeVonta Smith,PHI,TEN,0.0,12.355,5.948,11.0,22.894,0.229,11.0,1.0,7.477,0.003,0.635,0.092,0.0,0.0,0.225,0.834,1.0,6.0,0.0,0.0,0.95,0.273,6.324,0.0,0.0,0.892,0.249,23.25,0.182,-0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
21,00-0031588,Stefon Diggs,WAS,DAL,0.0,12.054,6.243,10.98,22.776,0.196,46.0,2.0,6.955,0.003,0.599,0.093,0.0,0.0,0.199,0.542,1.0,9.0,0.0,0.0,0.63,0.31,7.5,0.0,0.0,0.586,0.255,23.5,0.243,0.047,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
22,00-0035640,DK Metcalf,PIT,NE,0.0,12.007,6.005,10.741,22.458,0.184,32.0,1.0,6.541,0.053,0.427,0.071,0.0,0.0,0.182,0.695,1.0,10.0,0.0,0.0,0.96,0.27,8.3,0.067,0.0,0.828,0.226,18.0,-0.038,-0.029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
23,00-0031381,Davante Adams,LA,NYG,1.0,11.909,3.989,11.748,22.79,0.228,21.0,2.0,6.636,0.002,1.075,0.109,0.0,0.0,0.188,0.71,1.0,6.0,0.0,0.0,0.54,0.222,7.071,0.0,0.0,0.625,0.205,27.75,0.06,0.145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
24,00-0041523,Caleb Douglas,MIA,SF,0.0,11.719,5.782,10.848,22.089,0.188,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,7.0,0.0,0.0,0.91,0.259,7.0,0.0,0.0,0.91,0.259,16.5,0.138,-0.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,ridge
25,00-0035719,Deebo Samuel Sr.,SF,MIA,1.0,11.365,3.859,11.633,22.431,0.189,56.0,2.0,7.006,0.717,0.981,0.069,0.0,0.0,0.212,0.629,1.0,7.0,1.0,0.0,0.42,0.206,6.594,1.031,0.0,0.524,0.209,29.0,0.166,-0.02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
26,00-0038117,Wan'Dale Robinson,TEN,PHI,1.0,11.172,5.391,9.943,21.322,0.162,37.0,2.0,9.238,0.066,0.465,0.064,0.0,0.0,0.256,0.729,1.0,6.0,0.0,0.0,0.82,0.214,7.375,0.094,0.0,0.775,0.235,16.25,-0.068,-0.061,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
27,00-0037261,Khalil Shakir,BUF,DET,1.0,11.171,5.28,10.797,20.714,0.146,48.0,2.0,6.479,0.04,0.772,0.114,0.0,0.0,0.188,0.624,1.0,6.0,0.0,0.0,0.53,0.214,5.969,0.031,0.0,0.577,0.201,29.0,0.006,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
28,00-0038124,Christian Watson,GB,NYJ,0.0,10.994,4.96,10.452,21.313,0.174,25.0,1.0,4.387,0.04,0.384,0.097,0.0,0.0,0.132,0.637,1.0,8.0,0.0,0.0,0.76,0.2,6.75,0.05,0.0,0.698,0.166,24.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
29,00-0038544,Quentin Johnston,LAC,LV,1.0,10.976,5.073,10.329,21.458,0.154,38.0,2.0,5.625,0.053,0.662,0.1,0.0,0.0,0.156,0.667,1.0,6.0,0.0,0.0,0.78,0.222,6.231,0.077,0.0,0.723,0.189,25.25,0.099,-0.042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
30,00-0039894,Xavier Worthy,KC,IND,1.0,10.965,4.769,9.917,22.289,0.16,53.0,2.0,4.989,0.406,0.371,0.106,0.0,0.0,0.14,0.681,1.0,6.0,0.0,0.0,0.77,0.24,5.607,0.393,0.0,0.725,0.19,27.0,0.059,-0.089,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
31,00-0039491,Jalen Coker,CAR,ATL,0.0,10.903,4.887,9.896,21.56,0.147,45.0,2.0,3.938,0.006,0.336,0.091,0.0,0.0,0.117,0.686,1.0,9.0,0.0,0.0,0.84,0.265,6.455,0.0,0.0,0.763,0.191,23.0,0.004,0.016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
32,00-0038606,Parker Washington,JAX,DEN,0.0,10.861,5.116,10.13,20.548,0.146,26.0,2.0,6.838,0.186,0.526,0.06,0.0,0.0,0.181,0.62,1.0,6.0,0.0,0.0,0.61,0.286,6.167,0.233,0.0,0.615,0.233,20.5,-0.081,-0.102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
33,00-0031408,Mike Evans,SF,MIA,1.0,10.851,4.97,10.035,20.082,0.17,29.0,1.0,4.242,0.005,0.54,0.114,0.0,0.0,0.128,0.654,1.0,7.0,0.0,0.0,0.75,0.206,7.375,0.0,0.0,0.702,0.167,29.0,0.166,-0.02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
34,00-0038559,Michael Wilson,ARI,SEA,1.0,10.579,5.502,9.347,21.282,0.154,40.0,2.0,7.668,0.002,0.43,0.073,0.0,0.0,0.195,0.806,1.0,7.0,0.0,0.0,0.85,0.189,7.206,0.0,0.0,0.828,0.192,18.5,-0.075,-0.191,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
35,00-0039880,Malik Washington,MIA,SF,0.0,10.49,4.403,9.63,20.184,0.133,68.0,1.0,5.267,0.663,0.384,0.065,0.0,0.0,0.145,0.584,1.0,8.0,0.0,0.0,0.98,0.296,5.912,0.5,0.0,0.782,0.221,16.5,0.138,-0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
36,00-0041438,Carnell Tate,TEN,PHI,1.0,10.452,4.856,9.833,19.706,0.126,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,6.0,0.0,0.0,0.88,0.214,6.0,0.0,0.0,0.88,0.214,16.25,-0.068,-0.061,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,ridge
37,00-0034348,Courtland Sutton,DEN,JAX,1.0,10.292,4.73,9.629,20.436,0.138,36.0,2.0,7.373,0.002,0.707,0.091,0.0,0.0,0.201,0.844,1.0,5.0,0.0,0.0,0.76,0.185,6.147,0.0,0.0,0.802,0.193,23.0,-0.113,-0.085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
38,00-0041547,KC Concepcion,CLE,TB,0.0,10.13,4.579,9.305,19.599,0.114,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,5.0,3.0,0.0,0.69,0.227,5.0,3.0,0.0,0.69,0.227,16.0,0.08,-0.063,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,ridge
39,00-0036410,Tee Higgins,CIN,HOU,0.0,10.128,4.234,9.44,20.071,0.129,15.0,2.0,6.045,0.003,0.593,0.087,0.0,0.0,0.16,0.799,1.0,6.0,0.0,0.0,0.72,0.176,6.267,0.0,0.0,0.76,0.168,22.0,-0.131,-0.113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
40,00-0032464,Kalif Raymond,CHI,MIN,1.0,10.034,4.314,9.137,20.818,0.148,114.0,3.0,3.673,0.057,0.325,0.106,0.0,0.0,0.105,0.557,1.0,9.0,0.0,0.0,0.6,0.346,5.75,0.083,0.0,0.579,0.226,27.0,-0.12,-0.052,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
41,00-0037664,Alec Pierce,IND,KC,0.0,9.999,4.318,8.94,20.028,0.13,52.0,1.0,5.948,0.003,0.354,0.081,0.0,0.0,0.158,0.846,1.0,6.0,0.0,0.0,0.59,0.207,5.8,0.0,0.0,0.718,0.182,20.5,0.029,-0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
42,00-0030279,Keenan Allen,IND,KC,0.0,9.997,3.878,9.286,20.855,0.144,65.0,3.0,7.991,0.002,0.576,0.081,0.0,0.0,0.212,0.558,1.0,6.0,0.0,0.0,0.67,0.207,6.588,0.0,0.0,0.614,0.21,20.5,0.029,-0.075,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
43,00-0040735,Luther Burden III,CHI,MIN,1.0,9.569,3.415,8.441,20.939,0.137,24.0,2.0,4.43,0.167,0.335,0.106,0.0,0.0,0.127,0.629,1.0,5.0,1.0,0.0,0.73,0.192,4.5,0.7,0.0,0.679,0.16,27.0,-0.12,-0.052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
44,00-0039067,Rashee Rice,KC,IND,1.0,9.413,3.868,7.704,20.053,0.128,17.0,1.0,5.212,0.141,0.836,0.128,0.0,0.0,0.146,0.687,1.0,2.0,0.0,0.0,0.83,0.08,5.875,0.312,0.0,0.758,0.113,27.0,0.059,-0.089,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
45,00-0035676,A.J. Brown,NE,PIT,1.0,9.242,4.338,7.672,19.016,0.094,12.0,1.0,8.434,0.002,0.689,0.093,0.0,0.0,0.24,0.895,1.0,4.0,0.0,0.0,0.44,0.129,6.033,0.0,0.0,0.667,0.184,23.5,0.045,-0.027,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
46,00-0038563,Tre Tucker,LV,LAC,0.0,9.172,3.387,7.72,20.139,0.13,49.0,1.0,6.462,0.439,0.422,0.072,0.0,0.0,0.179,0.844,1.0,4.0,0.0,0.0,0.71,0.138,4.706,0.324,0.0,0.777,0.158,18.25,-0.063,-0.106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
47,00-0039919,Rome Odunze,CHI,MIN,1.0,9.153,3.901,8.033,19.208,0.106,31.0,1.0,5.771,0.003,0.689,0.106,0.0,0.0,0.166,0.867,1.0,3.0,0.0,0.0,0.48,0.115,5.25,0.0,0.0,0.673,0.141,27.0,-0.12,-0.052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
48,00-0039424,Devaughn Vele,NO,BAL,0.0,8.811,3.696,7.114,19.226,0.118,66.0,2.0,4.019,0.006,0.327,0.075,0.0,0.0,0.107,0.517,1.0,9.0,0.0,0.0,0.91,0.173,6.667,0.0,0.0,0.713,0.14,19.0,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
49,00-0040727,Tre Harris,LAC,LV,1.0,8.766,2.766,7.813,19.487,0.119,70.0,3.0,4.016,0.053,0.355,0.1,0.0,0.0,0.111,0.59,1.0,6.0,0.0,0.0,0.75,0.222,4.344,0.062,0.0,0.67,0.167,25.25,0.099,-0.042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
50,00-0035659,Terry McLaurin,WAS,DAL,0.0,8.623,3.443,7.448,18.831,0.1,27.0,1.0,5.058,0.004,0.529,0.093,0.0,0.0,0.145,0.698,1.0,4.0,0.0,0.0,0.87,0.138,5.0,0.0,0.0,0.784,0.141,23.5,0.243,0.047,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
51,00-0039146,Jayden Reed,GB,NYJ,0.0,8.516,3.841,7.192,17.659,0.064,42.0,2.0,3.658,0.074,0.387,0.097,0.0,0.0,0.11,0.551,1.0,7.0,0.0,0.0,0.57,0.175,5.7,0.3,0.0,0.56,0.143,24.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
52,00-0038997,Josh Downs,IND,KC,0.0,8.516,3.131,7.119,19.212,0.101,35.0,2.0,6.16,0.047,0.518,0.081,0.0,0.0,0.164,0.617,1.0,4.0,0.0,0.0,0.89,0.138,4.75,0.062,0.0,0.754,0.151,20.5,0.029,-0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
53,00-0040867,Makai Lemon,PHI,TEN,0.0,8.463,3.231,7.805,17.883,0.073,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,4.0,0.0,0.0,0.64,0.182,4.0,0.0,0.0,0.64,0.182,23.25,0.182,-0.01,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
54,00-0036407,Jerry Jeudy,CLE,TB,0.0,8.405,3.513,7.508,17.27,0.057,61.0,1.0,6.981,0.038,0.364,0.063,0.0,0.0,0.193,0.663,1.0,4.0,0.0,0.0,0.63,0.182,5.118,0.029,0.0,0.647,0.187,16.0,0.08,-0.063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
55,00-0039893,Brian Thomas Jr.,JAX,DEN,0.0,8.326,2.729,7.387,18.802,0.105,41.0,1.0,6.603,0.067,0.287,0.081,0.0,0.0,0.175,0.629,1.0,3.0,0.0,0.0,0.35,0.143,4.75,0.107,0.0,0.489,0.159,20.5,-0.081,-0.102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
56,00-0033921,Chris Godwin Jr.,TB,CLE,1.0,8.21,3.032,7.052,18.34,0.1,28.0,2.0,3.908,0.006,0.43,0.097,0.0,0.0,0.117,0.629,1.0,4.0,1.0,0.0,0.86,0.148,4.833,0.5,0.0,0.744,0.133,24.5,-0.112,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
57,00-0038621,DeMario Douglas,NE,PIT,1.0,8.203,2.42,7.557,19.067,0.108,90.0,3.0,3.887,0.248,0.397,0.093,0.0,0.0,0.11,0.341,1.0,7.0,0.0,0.0,0.62,0.226,4.938,0.219,0.0,0.481,0.168,23.5,0.045,-0.027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
58,00-0040134,Pat Bryant,DEN,JAX,1.0,8.196,2.638,7.421,18.487,0.092,73.0,5.0,4.081,0.005,0.372,0.091,0.0,0.0,0.111,0.492,1.0,6.0,0.0,0.0,0.59,0.222,5.042,0.0,0.0,0.541,0.167,23.0,-0.113,-0.085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
