rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,sd_carry_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,b_carry_share,carries_per_game,targets_per_game,attempts_per_game,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
21,00-0030565,Geno Smith,NYJ,GB,1.0,16.436,8.358,15.805,28.329,0.318,29.0,1.0,0.0,3.113,0.045,0.119,29.403,200.785,0.0,0.958,1.0,0.0,6.0,24.0,1.0,0.0,0.154,0.0,4.367,26.933,0.979,0.0,0.135,2.733,0.0,29.867,20.0,0.091,-0.029,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
22,00-0036971,Trevor Lawrence,JAX,DEN,0.0,16.316,8.458,16.626,27.718,0.277,8.0,1.0,0.0,3.69,0.047,0.335,33.329,237.413,0.0,0.964,1.0,0.0,2.0,23.0,0.88,0.0,0.062,0.0,3.412,27.971,0.922,0.0,0.105,4.824,0.0,32.941,20.5,-0.081,-0.102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
23,00-0023459,Aaron Rodgers,PIT,NE,0.0,16.169,8.115,15.887,29.669,0.257,26.0,1.0,0.006,2.505,0.041,0.167,30.652,207.296,0.0,0.946,1.0,0.0,3.0,40.0,1.0,0.0,0.143,0.031,2.156,35.562,0.973,0.0,0.121,1.312,0.062,31.125,18.0,-0.038,-0.029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
24,00-0040743,Tyler Shough,NO,BAL,0.0,16.089,7.639,15.498,29.054,0.298,18.0,1.0,0.0,2.779,0.043,0.236,29.959,215.597,0.0,0.836,1.0,0.0,4.0,56.0,1.0,0.0,0.16,0.0,4.045,42.864,0.918,0.0,0.136,4.091,0.0,29.727,19.0,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
25,00-0033119,Jacoby Brissett,ARI,SEA,1.0,15.911,7.206,15.67,29.798,0.269,27.0,1.0,0.0,2.618,0.042,0.131,35.037,243.93,0.0,0.858,1.0,0.0,6.0,37.0,1.0,0.0,0.176,0.0,4.357,35.821,0.929,0.0,0.144,2.714,0.0,34.643,18.5,-0.075,-0.191,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
26,00-0033537,Deshaun Watson,CLE,TB,0.0,15.515,6.885,14.687,26.578,0.312,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,6.0,22.0,1.0,0.0,0.273,0.0,6.0,22.0,1.0,0.0,0.273,,,,16.0,0.08,-0.063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
27,00-0035228,Kyler Murray,MIN,CHI,0.0,14.81,6.785,15.173,25.771,0.228,16.0,1.0,0.0,2.513,0.049,0.104,30.86,201.314,0.0,0.977,1.0,0.0,2.0,5.0,0.17,0.0,0.059,0.0,3.9,18.6,0.574,0.0,0.082,5.8,0.0,32.2,21.5,0.052,-0.009,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
28,00-0040676,Cam Ward,TEN,PHI,1.0,14.779,5.871,14.847,28.186,0.246,30.0,1.0,0.0,2.827,0.037,0.151,31.404,193.238,0.0,0.941,1.0,0.0,4.0,32.0,1.0,0.0,0.286,0.0,3.147,31.882,0.971,0.0,0.199,2.294,0.0,31.765,16.25,-0.068,-0.061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
29,00-0029604,Kirk Cousins,LV,LAC,0.0,14.31,5.475,14.888,27.898,0.2,28.0,1.0,0.0,2.457,0.041,0.102,26.316,174.886,0.0,0.862,1.0,0.0,5.0,30.0,1.0,0.0,0.135,0.0,3.2,28.45,0.931,0.0,0.118,1.4,0.0,26.9,18.25,-0.063,-0.106,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
30,00-0038128,Malik Willis,MIA,SF,0.0,13.751,4.919,13.601,24.829,0.225,19.0,1.0,0.0,2.37,0.037,0.077,8.552,67.16,0.0,0.471,1.0,0.0,6.0,27.0,1.0,0.0,0.333,0.0,5.75,17.875,0.736,0.0,0.215,5.5,0.0,8.75,16.5,0.138,-0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
31,00-0034869,Sam Darnold,SEA,ARI,0.0,13.703,5.367,14.82,24.237,0.176,22.0,1.0,0.0,2.752,0.052,0.214,27.49,222.398,0.0,0.955,1.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,1.029,15.029,0.527,0.0,0.05,2.059,0.0,28.059,23.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
32,00-0032950,Carson Wentz,MIN,CHI,0.0,13.363,3.811,13.775,28.242,0.203,51.0,3.0,0.0,2.47,0.049,0.2,32.393,230.211,0.0,0.919,1.0,0.0,5.0,19.0,0.83,0.0,0.147,0.0,3.6,26.4,0.874,0.0,0.125,2.2,0.0,33.8,21.5,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
33,00-0033662,Cooper Rush,ATL,CAR,1.0,8.885,0.0,8.061,21.332,0.087,43.0,3.0,0.0,2.906,0.047,0.191,12.952,87.44,0.0,0.651,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.5,17.5,0.825,0.0,0.055,1.0,0.0,13.0,20.5,0.119,0.003,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
34,00-0035704,Drew Lock,SEA,ARI,0.0,8.28,0.0,6.101,23.074,0.116,68.0,2.0,0.0,2.99,0.052,0.214,0.98,6.847,0.0,0.359,1.0,0.0,2.0,22.0,0.9,0.0,0.091,0.0,2.0,11.5,0.63,0.0,0.099,2.0,0.0,1.0,23.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
35,00-0038102,Kenny Pickett,CAR,ATL,0.0,4.771,0.0,0.9,17.343,0.04,60.0,2.0,0.0,2.961,0.052,0.214,7.348,47.363,0.0,0.489,1.0,0.0,1.0,1.0,0.1,0.0,0.045,0.0,0.917,4.25,0.295,0.0,0.077,0.833,0.0,7.5,23.0,0.004,0.016,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
36,00-0039107,Stetson Bennett,LA,NYG,1.0,4.72,0.0,0.0,16.579,0.063,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,3.0,0.16,0.0,0.034,0.0,1.0,3.0,0.16,0.0,0.034,,,,27.75,0.06,0.145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
