seed,position,scoring,season,spearman,top12_overlap,regret@12,mae,mean_abs_rank_err
2024,RB,ppr,2021,0.5384114618998269,0.5,6.883333333333333,5.1697745909074415,12.233333333333333
2024,RB,ppr,2022,0.5567340721608925,0.4166666666666667,7.091666666666669,5.529268020411034,12.433333333333334
2024,RB,ppr,2023,0.3967749438338768,0.3333333333333333,6.6749999999999945,5.166353630675105,14.466666666666669
2024,RB,ppr,2024,0.557338789367334,0.4166666666666667,4.100000000000004,5.328596708821948,12.4
2024,RB,ppr,2025,0.7262642622269999,0.6666666666666666,1.1749999999999996,4.238438734811013,10.2
2024,TE,half_ppr,2019,0.1442212350251961,0.4166666666666667,6.941666666666666,4.404456685907874,10.944444444444445
2024,TE,half_ppr,2020,0.3976826726739159,0.4166666666666667,4.500000000000003,4.259199099687134,8.5
2024,TE,half_ppr,2021,0.5550465999287054,0.5,2.775000000000001,3.912975135558194,7.166666666666667
2024,TE,half_ppr,2022,0.2878451106548523,0.4166666666666667,3.916666666666668,3.8834258837346103,10.166666666666666
2024,TE,half_ppr,2023,0.2255709480033045,0.4166666666666667,3.4000000000000004,3.1273662359736623,9.77777777777778
2024,TE,half_ppr,2024,0.1636621386290895,0.5833333333333334,3.733333333333334,3.285621531463354,10.22222222222222
2024,TE,half_ppr,2025,0.4727998935003667,0.5,3.741666666666669,3.206354562217148,8.277777777777779
2024,TE,ppr,2019,0.1505422014976779,0.5833333333333334,6.400000000000003,5.391470240244392,10.166666666666666
2024,TE,ppr,2020,0.6078671833374811,0.4166666666666667,5.150000000000003,4.617652906826246,6.888888888888889
2024,TE,ppr,2021,0.5647102146720769,0.5833333333333334,3.425000000000002,4.826611243144791,7.222222222222222
2024,TE,ppr,2022,0.2459647798909545,0.4166666666666667,5.133333333333336,4.544030477103683,10.61111111111111
2024,TE,ppr,2023,0.2777679008753045,0.4166666666666667,4.099999999999999,3.806261915116077,9.77777777777778
2024,TE,ppr,2024,0.2995879307782766,0.5,4.808333333333333,3.989451722136521,9.27777777777778
2024,TE,ppr,2025,0.4769508744942153,0.5833333333333334,4.441666666666667,3.803293202339905,8.0
2024,WR,half_ppr,2019,0.2657674809142981,0.1666666666666666,13.116666666666672,6.32492491315669,22.65
2024,WR,half_ppr,2020,0.2151275585374984,0.0833333333333333,11.875000000000002,5.705877856895048,23.675
2024,WR,half_ppr,2021,0.4981183986640904,0.3333333333333333,9.816666666666668,5.625880302201696,17.65
2024,WR,half_ppr,2022,0.3796901590158009,0.4166666666666667,5.900000000000001,5.382837759096759,19.75
2024,WR,half_ppr,2023,0.436983718345516,0.4166666666666667,7.108333333333332,5.270639184291914,19.1
2024,WR,half_ppr,2024,0.3828126080371852,0.3333333333333333,8.31666666666667,5.23891209903795,19.975
2024,WR,half_ppr,2025,0.2784656684553339,0.1666666666666666,10.249999999999998,5.131182531933268,22.275
2024,WR,ppr,2019,0.2480225977365107,0.1666666666666666,14.19166666666667,7.321153176250452,22.5
2024,WR,ppr,2020,0.2572021719847402,0.1666666666666666,10.7,6.442873527040383,22.925
2024,WR,ppr,2021,0.4643422563500793,0.3333333333333333,10.700000000000005,6.391310285277655,18.225
2024,WR,ppr,2022,0.4043443657481657,0.4166666666666667,6.29999999999999,6.11370900006233,19.25
2024,WR,ppr,2023,0.498636366531278,0.4166666666666667,7.983333333333339,6.160077718510193,17.35
2024,WR,ppr,2024,0.3622722952216772,0.3333333333333333,8.733333333333333,5.887020910952165,20.5
2024,WR,ppr,2025,0.2833597930146913,0.1666666666666666,11.041666666666664,6.025439214357759,22.1
17,QB,qb_4pt,2019,0.1880429889986922,0.3333333333333333,10.781666666666666,7.383948906649546,11.0
17,QB,qb_4pt,2020,0.6155530264755507,0.6666666666666666,3.0333333333333363,5.04068924898132,7.055555555555555
